Function,CPU Time,CPU Time:Effective Time,CPU Time:Spin Time,CPU Time:Spin Time:Imbalance or Serial Spinning,CPU Time:Spin Time:Lock Contention,CPU Time:Spin Time:Other,CPU Time:Overhead Time,CPU Time:Overhead Time:Creation,CPU Time:Overhead Time:Scheduling,CPU Time:Overhead Time:Reduction,CPU Time:Overhead Time:Atomics,CPU Time:Overhead Time:Other,Module,Function (Full),Source File,Start Address
"std::_Function_handler<void (int, int), dnnl::impl::parallel_nd(long, long, long, std::function<void (long, long, long)> const&)::{lambda(intint)#1}>::_M_invoke",140.531102,140.531102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,libtorch_cpu.so,"std::_Function_handler<void (int, int), dnnl::impl::parallel_nd(long, long, long, std::function<void (long, long, long)> const&)::{lambda(intint)#1}>::_M_invoke(std::_Any_data const&, int&&, int&&)",[Unknown],0x760da60
jit_uni_dw_conv_fwd_kernel_f32,27.511874,27.511874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[Dynamic code],jit_uni_dw_conv_fwd_kernel_f32,jit_uni_dw_conv_kernel_f32.hpp,0x7f990cac5000
"std::_Function_handler<void (int, int), dnnl::impl::parallel_nd(long, long, long, long, long, std::function<void (long, long, long, long, long)> const&)::{lambda(intint)#1}>::_M_invoke",20.245891,20.245891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,libtorch_cpu.so,"std::_Function_handler<void (int, int), dnnl::impl::parallel_nd(long, long, long, long, long, std::function<void (long, long, long, long, long)> const&)::{lambda(intint)#1}>::_M_invoke(std::_Any_data const&, int&&, int&&)",[Unknown],0x88b20e0
"c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#4}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(float)#1}, at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#4}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<float>)#2}>>",9.032019,9.032019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,libtorch_cpu.so,"c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#4}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(float)#1}, at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#4}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<float>)#2}>>(long, char**, long const*, long, long)",[Unknown],0x5e87410
_ZN2at8internal15invoke_parallelIZNS_6native12_GLOBAL__N_111cpu_paddingIfNS3_13ReflectionPadEEEvRKNS_6TensorES8_RNS3_13PaddingParamsEEUlllE1_EEvlllRKT_._omp_fn.0,7.739993,7.739993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,libtorch_cpu.so,_ZN2at8internal15invoke_parallelIZNS_6native12_GLOBAL__N_111cpu_paddingIfNS3_13ReflectionPadEEEvRKNS_6TensorES8_RNS3_13PaddingParamsEEUlllE1_EEvlllRKT_._omp_fn.0,[Unknown],0x5c35580
"at::native::AVX2::round_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()(void) const::{lambda()#2}::operator()(void) const::{lambda(char**long const*, long)#1}::operator().isra.0",7.648045,7.648045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,libtorch_cpu.so,"at::native::AVX2::round_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()(void) const::{lambda()#2}::operator()(void) const::{lambda(char**long const*, long)#1}::operator()(char**, long const*, long) const.isra.0",[Unknown],0x58f4cb0
"c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::TensorIteratorBase::loop_2d_from_1d<at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1}>(, signed char, at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1} const&)::{lambda(char**long const*, long, long)#1}>",7.396400,7.396400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,libtorch_cpu.so,"c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::TensorIteratorBase::loop_2d_from_1d<at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1}>(, signed char, at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1} const&)::{lambda(char**long const*, long, long)#1}>(long, char**, long const*, long, long)",[Unknown],0x5eb2d10
"std::_Function_handler<void (long, long, long), dnnl::impl::cpu::x64::jit_uni_reorder_t::omp_driver_3d(int, int, int, char const*, char*, float const*, float const*, int, int, int*) const::{lambda(longlong, long)#1}>::_M_invoke",7.183951,7.183951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,libtorch_cpu.so,"std::_Function_handler<void (long, long, long), dnnl::impl::cpu::x64::jit_uni_reorder_t::omp_driver_3d(int, int, int, char const*, char*, float const*, float const*, int, int, int*) const::{lambda(longlong, long)#1}>::_M_invoke(std::_Any_data const&, long&&, long&&, long&&)",[Unknown],0x83e5790
jit_uni_reorder_kernel_f32,5.856421,5.856421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[Dynamic code],jit_uni_reorder_kernel_f32,jit_uni_reorder.cpp,0x7f990c760000
PyArray_ToString,5.747120,5.747120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,_multiarray_umath.cpython-310-x86_64-linux-gnu.so,PyArray_ToString,[Unknown],0x11eff0
